ID,Name,Type,Rarity,Path,Dimensions,Compression,MemoryEstimateKB,Dependencies
"b8c67db4405de8760795e205e5863570","Projectile_BabyDragon","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_BabyDragon.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"180d6fffece7e7fc8d4d98368dff4505","Projectile_Bomber","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_Bomber.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"0ac803c56d969d9edd1a20ea980fb526","Projectile_DartGoblin","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_DartGoblin.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"d5159f3cc7349d5dbb173f222499ee36","Projectile_ElectroDragon","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_ElectroDragon.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"89096a12503812abf7b0e16dd48f747a","Projectile_ElectroWizard","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_ElectroWizard.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"7ae2e1563be82875f86f33c5967eb7c4","Projectile_FlyingMachine","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_FlyingMachine.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"92244aee0278385b07ff617e1f449ea6","Projectile_GoblinMachine","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_GoblinMachine.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"7b43f888799fe97c4a77cb53a684bfaf","Projectile_IceWizard","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_IceWizard.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"fec3051d0f8669952ed93248ddf8bc29","Projectile_InfernoDragon","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_InfernoDragon.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"b076ee03a89173619b5e276505f5058a","Projectile_LavaHound","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_LavaHound.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"40100a4e3e922b34855d005cda38f149","Projectile_MagicArcher","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_MagicArcher.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"683e6e51d3ad5155e99e7f0d564a606a","Projectile_MegaMinion","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_MegaMinion.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"e669acf59f2756b880a24947f76c099f","Projectile_MinionHorde","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_MinionHorde.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"e0072d34da59bd8bbf07cf3822efd004","Projectile_Minions","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_Minions.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"7a457327bcb7f95efc48f6ae78aa97b9","Projectile_MotherWitch","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_MotherWitch.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"c4e7aadaab9aed0921647b8c4009ab12","Projectile_Musketeer","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_Musketeer.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"f2ee4aaeb3ce498dfba75452ab2185a2","Projectile_Phoenix","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_Phoenix.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"7da6f8cb0ab103679daeaa012b247bf3","Projectile_Princess","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_Princess.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"2e171148b3b499e5af0fa2cb40b97ade","Projectile_SkeletonDragons","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_SkeletonDragons.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"960735b8754dcb5649a7f34102e5a128","Projectile_Sparky","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_Sparky.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"b1c5290be453d7811c6f1275b59718e8","Projectile_SpearGoblins","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_SpearGoblins.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"b20eab2dd3b319576148a25b7364e364","Projectile_ThreeMusketeers","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_ThreeMusketeers.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"3d4055c45e1c829f86387ab4563af07e","Projectile_Witch","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_Witch.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"056baf371230c2b6e66a749a07fbd583","Projectile_Wizard","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_Wizard.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"a786ae7cd885489fb01e8c1e1e351783","Spell_Arrows","Prefab","Spell","Assets/Prefabs/Spells/Spell_Arrows.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"2512e51f5c72fe64b9204cedee9d8141","Spell_BarbarianBarrel","Prefab","Spell","Assets/Prefabs/Spells/Spell_BarbarianBarrel.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"42a7cdff52ea790cc7195dbce6cad60c","Spell_Clone","Prefab","Spell","Assets/Prefabs/Spells/Spell_Clone.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"8bd8d4f18d388b35387c7bdd684afb38","Spell_Earthquake","Prefab","Spell","Assets/Prefabs/Spells/Spell_Earthquake.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"98489adaa73d45eb2ae86848dd7be0b7","Spell_ElectroSpirit","Prefab","Spell","Assets/Prefabs/Spells/Spell_ElectroSpirit.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"b873e4ef884c6c5d7372ab0968a5fd60","Spell_FireSpirit","Prefab","Spell","Assets/Prefabs/Spells/Spell_FireSpirit.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"6acf339cc9cc31aaa861e05f392269d0","Spell_Fireball","Prefab","Spell","Assets/Prefabs/Spells/Spell_Fireball.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"20abb04b92ecef5d8c95daf135eb86b9","Spell_Freeze","Prefab","Spell","Assets/Prefabs/Spells/Spell_Freeze.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"644d07abe5915879259f25317cea6663","Spell_GiantSnowball","Prefab","Spell","Assets/Prefabs/Spells/Spell_GiantSnowball.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"e6affc0af434b2b1473ba0681e3c8a01","Spell_GoblinBarrel","Prefab","Spell","Assets/Prefabs/Spells/Spell_GoblinBarrel.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"b5ff0d653976ecff7b2a561829bbc2a8","Spell_Graveyard","Prefab","Spell","Assets/Prefabs/Spells/Spell_Graveyard.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"9c1f742ecc8b4af9b7d0ad7eba25abfc","Spell_HealSpirit","Prefab","Spell","Assets/Prefabs/Spells/Spell_HealSpirit.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"7c1bf3b9032add9057e7c05a443d304c","Spell_IceSpirit","Prefab","Spell","Assets/Prefabs/Spells/Spell_IceSpirit.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"2a444ddc57ea666f06a79191891ee59a","Spell_Lightning","Prefab","Spell","Assets/Prefabs/Spells/Spell_Lightning.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"35bf465c70a33c9c1727411ed79ebfe5","Spell_Mirror","Prefab","Spell","Assets/Prefabs/Spells/Spell_Mirror.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"e40849f14ac96ac36da6daf37f176385","Spell_Poison","Prefab","Spell","Assets/Prefabs/Spells/Spell_Poison.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"b1725df796c9da03e26354328068479e","Spell_Rage","Prefab","Spell","Assets/Prefabs/Spells/Spell_Rage.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"4c381aca937aaf33d874a37864943c87","Spell_Rocket","Prefab","Spell","Assets/Prefabs/Spells/Spell_Rocket.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"ecb40cafc6ab9fddb742bea72f814d84","Spell_RoyalDelivery","Prefab","Spell","Assets/Prefabs/Spells/Spell_RoyalDelivery.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"ad845aad8e8e978f5b412c9789ee659e","Spell_SkeletonBarrel","Prefab","Spell","Assets/Prefabs/Spells/Spell_SkeletonBarrel.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"264d38a4cbcc661ce6248fd77fe48ae9","Spell_TheLog","Prefab","Spell","Assets/Prefabs/Spells/Spell_TheLog.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"5c8b95e4bfcecc8ca736c92dc696db8e","Spell_Tornado","Prefab","Spell","Assets/Prefabs/Spells/Spell_Tornado.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"930a930d2a2db9e84da5493c3d430865","Spell_Zap","Prefab","Spell","Assets/Prefabs/Spells/Spell_Zap.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;BuildingPoolable;ProjectilePoolable;SpellEffectView;SpellPoolable;TowerPoolable;UnitPoolable"
"cc4d2cc10c64b464e027f7b65f53153f","Tower_King","Prefab","Unknown","Assets/Prefabs/Towers/Tower_King.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;HealthBar;TowerView"
"df0b4c1ff23a33b48ada0ef6d1444412","Tower_Princess","Prefab","Unknown","Assets/Prefabs/Towers/Tower_Princess.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;HealthBar;TowerView"
"7e31f1630b77f5b0bf8c948e35be0b25","Unit_ArcherQueen","Prefab","Unit","Assets/Prefabs/Units/Unit_ArcherQueen.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"f08fec217156248358af848d0f9b1dcd","Unit_Archers","Prefab","Unit","Assets/Prefabs/Units/Unit_Archers.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"82b494f8d19e795cc3129116999840a6","Unit_BabyDragon","Prefab","Unit","Assets/Prefabs/Units/Unit_BabyDragon.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"bea1e35a0b15f5b42e784f6a00d3cedf","Unit_Bandit","Prefab","Unit","Assets/Prefabs/Units/Unit_Bandit.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"0f995fbd5bce6b381cf28111e998f909","Unit_Barbarians","Prefab","Unit","Assets/Prefabs/Units/Unit_Barbarians.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"a76c6a54bb5c62e115afe3fddb49b18b","Unit_Bats","Prefab","Unit","Assets/Prefabs/Units/Unit_Bats.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"920ebe9a7532ba7bd36c918918f355e8","Unit_Bomber","Prefab","Unit","Assets/Prefabs/Units/Unit_Bomber.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"c3b59384af98b5d3e091e4e2a56263cf","Unit_DarkPrince","Prefab","Unit","Assets/Prefabs/Units/Unit_DarkPrince.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"73127b73807213b6272f8af2ec508ee4","Unit_DartGoblin","Prefab","Unit","Assets/Prefabs/Units/Unit_DartGoblin.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"d882e002fc71bc5e5e83febc0a3fb902","Unit_ElectroDragon","Prefab","Unit","Assets/Prefabs/Units/Unit_ElectroDragon.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"d1481366b85fd888b58b3637e6994392","Unit_ElectroWizard","Prefab","Unit","Assets/Prefabs/Units/Unit_ElectroWizard.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"b26fc1e7bd252c9fc534a33b35d37d1a","Unit_EliteBarbarians","Prefab","Unit","Assets/Prefabs/Units/Unit_EliteBarbarians.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"50c6de2c443b92b3b927b090557f9f6e","Unit_Fisherman","Prefab","Unit","Assets/Prefabs/Units/Unit_Fisherman.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"44a12419808ba457fac48f5c7a863596","Unit_FlyingMachine","Prefab","Unit","Assets/Prefabs/Units/Unit_FlyingMachine.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"c3b92fa396cc1b92ee58fb12fadb4912","Unit_Ghost","Prefab","Unit","Assets/Prefabs/Units/Unit_Ghost.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"8e507403c0dfe08ecc8708051836533d","Unit_GiantSkeleton","Prefab","Unit","Assets/Prefabs/Units/Unit_GiantSkeleton.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"93c3f56d0192a12a77ff34778e60f756","Unit_GoblinGang","Prefab","Unit","Assets/Prefabs/Units/Unit_GoblinGang.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"ccb7b4715389a026b34fc4d31d545956","Unit_GoblinMachine","Prefab","Unit","Assets/Prefabs/Units/Unit_GoblinMachine.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"2153671e18b8b8ff805f042710c767cd","Unit_Goblins","Prefab","Unit","Assets/Prefabs/Units/Unit_Goblins.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"c5abd0a1b3eec0e051cc391274d5727e","Unit_Guards","Prefab","Unit","Assets/Prefabs/Units/Unit_Guards.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"4c6fc476a476efb8694ab46e4eaef206","Unit_IceWizard","Prefab","Unit","Assets/Prefabs/Units/Unit_IceWizard.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"01dbc1195546f54d7260323109d51224","Unit_InfernoDragon","Prefab","Unit","Assets/Prefabs/Units/Unit_InfernoDragon.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"aee8ecf3c21f3793eb68ff719407e660","Unit_Knight","Prefab","Unit","Assets/Prefabs/Units/Unit_Knight.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"8340cb3fd161ede14579a6837377f288","Unit_LavaHound","Prefab","Unit","Assets/Prefabs/Units/Unit_LavaHound.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"0d655f6cd0c07b005c40bada6d94d18b","Unit_LittlePrince","Prefab","Unit","Assets/Prefabs/Units/Unit_LittlePrince.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"72499e1b92b2ccf343a77be59f3f4e3e","Unit_MagicArcher","Prefab","Unit","Assets/Prefabs/Units/Unit_MagicArcher.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"5fae788f2664e879ae0bce04947d8c73","Unit_MegaKnight","Prefab","Unit","Assets/Prefabs/Units/Unit_MegaKnight.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"1f631b2ffce1427a5daebef3cb90205f","Unit_MegaMinion","Prefab","Unit","Assets/Prefabs/Units/Unit_MegaMinion.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"c076244fcfd5dbf377b10e0815324064","Unit_MightyMiner","Prefab","Unit","Assets/Prefabs/Units/Unit_MightyMiner.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"f5618927c6d6ba97d13dda639c78eef4","Unit_Miner","Prefab","Unit","Assets/Prefabs/Units/Unit_Miner.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"12d25885bcfd9c50a58a7519de0d6e25","Unit_MiniPEKKA","Prefab","Unit","Assets/Prefabs/Units/Unit_MiniPEKKA.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"4b49d869156856ed706199e728d262f4","Unit_MinionHorde","Prefab","Unit","Assets/Prefabs/Units/Unit_MinionHorde.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"ae7bdfc958da5092d338999e67a21255","Unit_Minions","Prefab","Unit","Assets/Prefabs/Units/Unit_Minions.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"732ac5323ee2b0b49a81f0eed46e7078","Unit_MotherWitch","Prefab","Unit","Assets/Prefabs/Units/Unit_MotherWitch.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"75698f235e9b2c693d713629bbda792a","Unit_Musketeer","Prefab","Unit","Assets/Prefabs/Units/Unit_Musketeer.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"015887146a3f172ef89d718432e79bd4","Unit_PEKKA","Prefab","Unit","Assets/Prefabs/Units/Unit_PEKKA.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"094d60b07c6e7a241d21db8a1031478d","Unit_Phoenix","Prefab","Unit","Assets/Prefabs/Units/Unit_Phoenix.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"cd4be6895d38b7085cee0019fefbb350","Unit_Prince","Prefab","Unit","Assets/Prefabs/Units/Unit_Prince.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"edea049c3275c67e9d283061157e78f4","Unit_Princess","Prefab","Unit","Assets/Prefabs/Units/Unit_Princess.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"2d9dda5d0a9734eeafc95054e1802afe","Unit_RamRider","Prefab","Unit","Assets/Prefabs/Units/Unit_RamRider.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
